,Company,Category,Sub-Category,Acquired/IPO,Exit Year,Data Driven / Hardwired Video
1365,Zeppelin,Open Source,Collaboration,,,
1366,Accumulo,Open Source,Data Access & Databases,,,
1367,Amundsen,Open Source,Data Access & Databases,,,
1368,Cassandra,Open Source,Data Access & Databases,,,
1369,CockroachDB,Open Source,Data Access & Databases,,,
1370,CouchDB,Open Source,Data Access & Databases,,,
1371,LinkedIn Datahub,Open Source,Data Access & Databases,,,
1372,Druid,Open Source,Data Access & Databases,,,
1373,EdgeDB,Open Source,Data Access & Databases,,,
1374,Flume,Open Source,Data Access & Databases,,,
1375,Google Spanner,Open Source,Data Access & Databases,,,
1376,HBase,Open Source,Data Access & Databases,,,
1377,MongoDB,Open Source,Data Access & Databases,IPO in November 2017,2017,Video
1378,OpenTSDB,Open Source,Data Access & Databases,,,
1379,Redis,Open Source,Data Access & Databases,,,
1380,Riak,Open Source,Data Access & Databases,,,
1381,SciDB,Open Source,Data Access & Databases,,,
1382,Sqoop,Open Source,Data Access & Databases,,,
1383,CDAP,Open Source,Frameworks,"Cask, developer of CDAP, acquired by Google Cloud in January 2018",2018,
1384,Docker,Open Source,Frameworks,,,
1385,Flink,Open Source,Frameworks,,,
1386,HDFS,Open Source,Frameworks,,,
1387,Heartbeat,Open Source,Frameworks,,,
1388,Helix,Open Source,Frameworks,,,
1389,Kubernetes,Open Source,Frameworks,,,
1390,Kylin,Open Source,Frameworks,,,
1391,MapReduce,Open Source,Frameworks,,,
1392,Mesos,Open Source,Frameworks,,,
1393,Red Hat Cluster Suite,Open Source,Frameworks,,,
1394,Slider,Open Source,Frameworks,,,
1395,Spark,Open Source,Frameworks,,,
1396,Tez,Open Source,Frameworks,,,
1397,YARN,Open Source,Frameworks,,,
1398,Elasticsearch,Open Source,Logging & Monitoring,,,
1399,Fluent Bit,Open Source,Logging & Monitoring,,,
1400,Fluentd,Open Source,Logging & Monitoring,,,
1401,Grafana,Open Source,Logging & Monitoring,,,
1402,Kibana,Open Source,Logging & Monitoring,,,
1403,Logstash,Open Source,Logging & Monitoring,,,
1404,Prometheus,Open Source,Logging & Monitoring,,,
1405,Sentry,Open Source,Logging & Monitoring,,,
1406,Vector,Open Source,Logging & Monitoring,,,
1407,Talend,Open Source,Orchestration & Management,IPO in July 2016,2016,
1408,ZooKeeper,Open Source,Orchestration & Management,,,
1409,Ambari,Open Source,Orchestration & Pipelines,,,
1410,Apache Airflow,Open Source,Orchestration & Pipelines,,,
1411,Apache Mesos,Open Source,Orchestration & Pipelines,,,
1412,Argo,Open Source,Orchestration & Pipelines,,,
1413,Dagster,Open Source,Orchestration & Pipelines,,,
1414,Dask,Open Source,Orchestration & Pipelines,,,
1415,dbt,Open Source,Orchestration & Pipelines,,,
1416,etcd,Open Source,Orchestration & Pipelines,,,
1417,Flyte,Open Source,Orchestration & Pipelines,,,
1418,Kedro,Open Source,Orchestration & Pipelines,,,
1419,Luigi,Open Source,Orchestration & Pipelines,,,
1420,Marquez,Open Source,Orchestration & Pipelines,,,
1421,Oozie,Open Source,Orchestration & Pipelines,,,
1422,Prefect,Open Source,Orchestration & Pipelines,,,
1423,Ray,Open Source,Orchestration & Pipelines,,,
1424,Tekton,Open Source,Orchestration & Pipelines,,,
1425,Drill,Open Source,Query/Data Flow,,,
1426,Flink,Open Source,Query/Data Flow,,,
1427,Google Cloud DataFlow,Open Source,Query/Data Flow,,,
1428,GraphQL,Open Source,Query/Data Flow,,,
1429,Hawq,Open Source,Query/Data Flow,,,
1430,HIVE,Open Source,Query/Data Flow,,,
1431,PIG,Open Source,Query/Data Flow,,,
1432,Presto,Open Source,Query/Data Flow,,,
1433,SlamData,Open Source,Query/Data Flow,,,
1434,Spark SQL,Open Source,Query/Data Flow,,,
1435,Trafodion,Open Source,Query/Data Flow,,,
1436,Accumulo,Open Source,Search,,,
1437,ElasticSearch,Open Source,Search,,,
1438,Lucene,Open Source,Search,,,
1439,Meilisearch,Open Source,Search,,,
1440,Solr,Open Source,Search,,,
1441,Sonic,Open Source,Search,,,
1442,Sphinx,Open Source,Search,,,
1443,Toshi,Open Source,Search,,,
1444,Knox,Open Source,Security,,,
1445,Ranger,Open Source,Security,,,
1446,Sentry,Open Source,Security,,,
1447,data.table,Open Source,Stat Tools & Languages,,,
1448,Julia,Open Source,Stat Tools & Languages,,,
1449,NumPy,Open Source,Stat Tools & Languages,,,
1450,Pandas,Open Source,Stat Tools & Languages,,,
1451,Perl,Open Source,Stat Tools & Languages,,,
1452,Pyro,Open Source,Stat Tools & Languages,,,
1453,Python,Open Source,Stat Tools & Languages,,,
1454,R,Open Source,Stat Tools & Languages,,,
1455,RStudio,Open Source,Stat Tools & Languages,,,
1456,Scala,Open Source,Stat Tools & Languages,,,
1457,SciPy,Open Source,Stat Tools & Languages,,,
1458,Tidyverse,Open Source,Stat Tools & Languages,,,
1459,Apex,Open Source,Streaming & Messaging,,,
1460,Beam,Open Source,Streaming & Messaging,,,
1461,Flink,Open Source,Streaming & Messaging,,,
1462,Kafka,Open Source,Streaming & Messaging,,,
1463,NiFi,Open Source,Streaming & Messaging,,,
1464,Pulsar,Open Source,Streaming & Messaging,,,
1465,RocketMQ,Open Source,Streaming & Messaging,,,
1466,Spark Streaming,Open Source,Streaming & Messaging,,,
1467,Storm,Open Source,Streaming & Messaging,,,
1468,Bokeh,Open Source,Visualization,,,
1469,D3,Open Source,Visualization,,,
1470,ggplot,Open Source,Visualization,,,
1471,Matplotlib,Open Source,Visualization,,,
1472,Metabase,Open Source,Visualization,,,
1473,Redash,Open Source,Visualization,,,
1474,Rodeo,Open Source,Visualization,,,
1475,seaborn,Open Source,Visualization,,,
1476,Superset,Open Source,Visualization,,,
1477,TensorBoard,Open Source,Visualization,,,
